human,regen1,regen2,sim_llm_score,sim_human_score
서울달 수출 증가율이 16개월 만에 처음으로 한 자릿수를 기록한 데 이어 세계무역기구 WTO 중심의 ‘자유무역주의’ 퇴조와 동맹국 간의 공급망 구축 전략인 ‘프렌드쇼어링 friend shoring ’이 맞물리며 수출 하락세가 장기화 될 것이라는 분석도 제기되며 서울경제 한국 경제의 버팀목 역할을 하던 수출이 무너지고 있다.,"서울달 수출 증가율이 16개월 만에 처음으로 한 자릿수를 기록한 뒤, 세계무역기구 WTO 중심의 ‘자유무역주의’ 퇴조와 동맹국 간의 공급망 구축 전략인 ‘프렌드쇼어링 friend shoring’이 맞물려 수출 하락세가 장기화될 것이라는 분석도 제기되고 있어, 서울경제와 한국 경제의 버팀목 역할을 하던 수출이 무너지고 있다.","서울달 수출 증가율이 16개월 만에 처음으로 한 자릿수를 기록한 후, 세계무역기구 WTO 중심의 ‘자유무역주의’ 퇴조와 동맹국 간의 공급망 구축 전략인 ‘프렌드쇼어링 friend shoring’이 맞물려 수출 하락세가 장기화될 것이라는 분석도 제기되고 있어, 서울경제와 한국 경제의 버팀목 역할을 하던 수출이 무너지고 있다.",-0.16908791661262512,-0.727531909942627
"위메이드는 1일 블록체인 게임 플랫폼 ‘위믹스 플레이 WEMIX PLAY ’를 금 글로벌 시장에 출시했다고 밝혔는데, 이용자는 암호화폐로 게임 관련 아이템을 구입하거나 대체불가토큰 NFT 을 거래할 수 있으며, 게임에서 번 자산을 게임에 재투자하는 ‘돈버는게임 P2E ’이 가능하다.","위메이드는 1일 블록체인 게임 플랫폼 ‘위믹스 플레이 WEMIX PLAY’를 글로벌 시장에 출시했다고 밝혔는데, 이용자는 암호화폐로 게임 관련 아이템을 구입하거나 대체불가토큰 NFT를 거래할 수 있으며, 게임에서 번 자산을 게임에 재투자하는 ‘돈버는게임 P2E’이 가능하다.","위메이드는 1일 블록체인 게임 플랫폼 ‘위믹스 플레이 WEMIX PLAY’를 글로벌 시장에 출시했다고 밝혔는데, 이용자는 암호화폐로 게임 관련 아이템을 구입하거나 대체불가토큰 NFT를 거래할 수 있으며, 게임에서 번 자산을 게임에 재투자하는 ‘돈버는게임 P2E’이 가능하다.",-0.13203521072864532,-0.4384863078594208
명멤버 운영사 드라마앤컴퍼니가 오는 15일부터 ‘리멤버 헤드헌팅 얼라이언스 정책’을 시행하기로 한 가운데 명함 관리 플랫폼으로 유명한 리멤버와 헤드헌팅업계의 갈등이 커지고 있고 스타트업의 수익 모델을 찾아가며 갈등을 빚는 사례도 있었다.,"명멤버 운영사인 드라마앤컴퍼니가 오는 15일부터 ‘리멤버 헤드헌팅 얼라이언스 정책’을 시행하기로 하자, 명함 관리 플랫폼으로 유명한 리멤버와 헤드헌팅 업계 간 갈등이 커지고 있으며, 스타트업이 수익 모델을 찾아가며 갈등을 빚는 사례도 있었다.","드라마앤컴퍼니는 오는 15일부터 ‘리멤버 헤드헌팅 얼라이언스 정책’을 시행하기로 결정했고, 리멤버와 헤드헌팅 업계 간 갈등이 심해지고 있으며, 스타트업이 수익 모델을 찾아가며 갈등을 겪는 사례도 있었습니다.",-1.0473911762237549,-1.0782335996627808
금융 6일 금융위원회는 신한은행의 라임펀드 부당권유 등 불완전판매 투자광고 규정 위반 등 자본시장법 위반행위에 대해 업무 일부 정지와 과태료 부과 조치를 의결하고 대규모 손실 사태를 일으킨 라임펀드 를 불완전 판매한 신한은행에 대해 중징계에 해당하는 제재를 내렸으며 신한은행은 사모펀드 판매와 관련한 제도를 보완하겠다고 밝혔다.,"금융위원회는 신한은행이 라임펀드 부당권유 등 불완전판매 투자광고 규정 위반 등 자본시장법 위반행위를 한 것으로 판단하여, 업무 일부 정지와 과태료 부과 조치를 결정하였습니다. 이에 따라 대규모 손실 사태를 일으킨 라임펀드를 불완전 판매한 신한은행에 중징계에 해당하는 제재가 내려졌으며, 신한은행은 사모펀드 판매와 관련한 제도를 보완할 것이라 밝혔습니다.","금융위원회는 신한은행이 라임펀드 부당권유 등 불완전판매 투자광고 규정 위반 등 자본시장법 위반행위를 한 것으로 판단하여, 업무 일부 정지와 과태료 부과 조치를 결정했습니다. 이에 따라 대규모 손실 사태를 일으킨 라임펀드를 불완전 판매한 신한은행에 중징계에 해당하는 제재가 내려졌고, 신한은행은 사모펀드 판매와 관련한 제도를 보완할 것이라 밝혔습니다.",-0.3337421119213104,-1.3590984344482422
주식황 악화로 개인 투자자들의 주식 거래대금이 2년 4개월만에 최저치를 기록하며 호황기에 들어왔던 개미들이 하나 둘 떠나는 것으로 보이자 주식 시장도 인플레이션 악재에 차갑게 식어가고 인플레이션 악재에 차갑게 식어가고 있다.,"주식시장은 개인 투자자들의 주식 거래대금이 2년 4개월만에 최저치를 기록하며 호황기에 들어왔던 개미들이 하나 둘 떠나는 것으로 보이자, 인플레이션 악재에 차갑게 식어가고 있다.","주식시장에서 개인 투자자들의 주식 거래대금이 2년 4개월 만에 최저치를 기록하면서 호황기에 들어왔던 개미들이 하나 둘 떠나는 것으로 보이자, 인플레이션 악재에 차갑게 식어가고 있다.",-0.445269376039505,-1.0840173959732056
한미반도체는 4일 한미반도체 042700 는 대만 NANYA PCB와 지난해 매출 대비 0.75%에 해당하는 28억원의 수주 계약을 체결했다고 밝혔으며 이는 지난해 매출 대비 0.75%에 해당하는 규모이다.,"한미반도체는 4일 대만 NANYA PCB와 지난해 매출 대비 0.75%에 해당하는 28억원의 수주 계약을 체결했다고 밝혔으며, 이는 지난해 매출 대비 0.75%에 해당하는 규모이다.","한미반도체는 4일 대만 NANYA PCB와 지난해 매출 대비 0.75%에 해당하는 28억원의 수주 계약을 체결했다고 밝혔으며, 이는 지난해 매출 대비 0.75%에 해당하는 규모이다.",-0.13689371943473816,-0.39004015922546387
1일AIST는 올해 원전 학부 전공 지원생이 4명에 그치는 등 핵심 대학 원자력 학과가 존폐 위기에 처하면서 후속 전문인력들이 '잃어버린 세대'로 전락했다고 밝혔으며 미국을 필두로 세계 각국이 개발에 몰두하고 있는 SMR 연구도 국내 대학에선 거의 찾아볼 수 없어 세계 각국이 개발에 몰두하고 있는 SMR 연구도 국내 대학에선 거의 찾아볼 수 없다.,"올해 1일AIST는 원전 학부 전공 지원생이 4명에 그치는 등, 핵심 대학 원자력 학과가 존폐 위기에 처해 후속 전문인력들이 '잃어버린 세대'로 전락했다고 밝혔으며, 미국을 필두로 세계 각국이 개발에 몰두하고 있는 SMR 연구도 국내 대학에서 거의 찾아볼 수 없다.","올해 1일AIST는 원전 학부 전공 지원생이 4명에 그치는 등, 핵심 대학 원자력 학과가 존폐 위기에 처해 후속 전문인력들이 '잃어버린 세대'로 전락했다고 밝혔으며, 미국을 필두로 세계 각국이 개발에 몰두하고 있는 SMR 연구도 국내 대학에서 거의 찾아볼 수 없다.",-0.15724176168441772,-0.8440524935722351
중소벤처기업진흥공단 이하 중진공 이사장 김학도 은 5일 웹진 겟 GET 을 창간해 온라인 배포한다고 밝혔는데 이번 창간호에서는 코로나19 이후 전자상거래 시장 동향 전자상거래 매출 상위 10개국 및 한국 전자상거래 주요 수출국 주요 수출국별 전자상거래 인사이트 등을 소개하며 한국에서 전자상거래를 통해 수출이 가장 많이 이뤄지는 국가는 미국 일본 중국 독일 싱가포르 영국 말레이시아 순이며 이번 웹진을 통해 해당 국가들의 전자상거래 시장 동향 소비추세 해외직구 추이 등을 살펴볼 수 있다.,"중소벤처기업진흥공단 이하 중진공 이사장 김학도는 5일 웹진 '겟(GET)'을 창간하여 온라인으로 배포할 예정이라고 밝혔습니다. 이번 창간호에서는 코로나19 이후의 전자상거래 시장 동향, 전자상거래 매출 상위 10개국 및 한국의 주요 수출국별 전자상거래 인사이트 등을 소개하며, 한국에서 전자상거래를 통해 가장 많은 수출이 이뤄지는 국가는 미국, 일본, 중국, 독일, 싱가포르, 영국, 말레이시아 순이라고 합니다. 해당 웹진을 통해 이들 국가들의 전자상거래 시장 동향, 소비 추세, 해외 직구 추이 등을 살펴볼 수 있습니다.","중소벤처기업진흥공단 이사장 김학도는 5일 웹진 '겟(GET)'을 창간하여 온라인으로 배포할 예정이라고 밝혔습니다. 이번 창간호에서는 코로나19 이후의 전자상거래 시장 동향, 전자상거래 매출 상위 10개국 및 한국의 주요 수출국별 전자상거래 인사이트 등을 소개하며, 한국에서 전자상거래를 통해 가장 많은 수출이 이뤄지는 국가는 미국, 일본, 중국, 독일, 싱가포르, 영국, 말레이시아 순이라고 합니다. 해당 웹진을 통해 이들 국가들의 전자상거래 시장 동향, 소비 추세, 해외 직구 추이 등을 살펴볼 수 있습니다.",-0.3493057191371918,-1.5232815742492676
가 5일 가상자산 핀테크 기업 델리오는 별도의 실적 없이도 매일 복리 이자를 제공하는 일종의 파킹 수시입출금식 계좌인 가상자산 수시입출금 계좌 서비스인 델리오뱅크 를 출시했다고 밝혔으며 크립토뱅크 강남 PB센터도 개소한다.,"5일 가상자산 핀테크 기업 델리오가 별도의 실적 없이도 매일 복리 이자를 제공하는 일종의 파킹 수시입출금식 계좌인 가상자산 수시입출금 계좌 서비스인 델리오뱅크를 출시했다고 밝혔으며, 크립토뱅크 강남 PB센터도 개소한다.","델리오가 5일, 별도의 실적 없이도 매일 복리 이자를 제공하는 일종의 파킹 수시입출금식 계좌인 가상자산 수시입출금 계좌 서비스인 델리오뱅크를 출시했으며, 크립토뱅크 강남 PB센터도 개소한다.",-0.5178149342536926,-0.7224451303482056
"5일 발표한 6월 소비자물가 동향에 따르면 지난달 소비자물가지수는 전년 동기 대비 6.0% 상승했고, 1998년 11월 6.8% 이후 23년 7개월 만으로 1998년 11월 6.8% 이후 23년 7개월 만이라고 밝혔다.","5일 발표한 6월 소비자물가 동향에 따르면, 지난달 소비자물가지수는 전년 동기 대비 6.0% 상승하여, 1998년 11월 6.8% 이후 23년 7개월 만에 해당 수치를 기록했다.","5일 발표한 6월 소비자물가 동향에 따르면, 지난달 소비자물가지수는 전년 동기 대비 6.0% 상승하여, 1998년 11월 6.8% 이후 23년 7개월 만에 해당 수치를 기록했습니다.",-0.5094351172447205,-1.3137035369873047
5일J ENM은 경기도 파주에 국내 최대 규모의 제작 인프라를 갖춘 CJ ENM 스튜디오 센터 의 구축을 마치고 K 콘텐츠의 글로벌화를 견인하는 아시아의 허브 역할을 하겠다고 밝히고 약 2년여간의 공사 기간을 거쳐 올해 4월 구축이 완료된 스튜디오 센터 를 취재진에 공개하고 현장을 소개하는 자리를 가졌다.,"CJ ENM은 경기도 파주에 국내 최대 규모의 제작 인프라를 갖춘 CJ ENM 스튜디오 센터의 구축을 완료하고, K 콘텐츠의 글로벌화를 촉진하는 아시아의 허브 역할을 하겠다고 밝혀 약 2년간의 공사를 거쳐 올해 4월 완공된 스튜디오 센터를 취재진에 공개하고 현장을 소개하는 자리를 가졌다.","CJ ENM은 경기도 파주에 국내 최대 규모의 제작 인프라를 갖춘 CJ ENM 스튜디오 센터의 구축을 완료하고, K 콘텐츠의 글로벌화를 촉진하는 아시아의 허브 역할을 하겠다고 밝혀 약 2년간의 공사를 거쳐 올해 4월 완공된 스튜디오 센터를 취재진에 공개하고 현장을 소개하는 자리를 가졌다.",-0.06488199532032013,-0.971899688243866
삼성 경기둔화로 화학 수요 약세가 심화되는 가운데 LG화학의 양극재 사업은 새로운 성장 모멘텀으로 부각이 가능하다며  LG화학에 대해 투자의견 매수를 유지하고 목표주가를 68만원에서 67만원으로 하향 조정했다.,"삼성의 경기 둔화로 화학 수요가 약세를 보이는 가운데, LG화학의 양극재 사업은 새로운 성장 모멘텀을 얻을 수 있다고 판단하여, LG화학에 대한 투자 의견을 매수로 유지하고 목표 주가를 68만원에서 67만원으로 하향 조정했습니다.","삼성의 경기 둔화로 화학 수요가 약세를 보이는 가운데, LG화학의 양극재 사업은 새로운 성장 모멘텀을 얻을 수 있다고 판단하여, LG화학에 대한 투자 의견을 매수로 유지하고 목표 주가를 68만원에서 67만원으로 하향 조정했습니다.",-0.4255506992340088,-2.314664840698242
"LG전자와 SM엔터테인먼트가 합작법인 ‘피트니스캔디’를 통해 홈 트레이닝 서비스 시장 진출을 선언하면서 앞서 관련 시장에 공개된 애플 서비스를 뛰어넘을 수 있을지 주목되는 가운데, 피트니스캔디는 케이팝과 예능을 바탕으로 현지화 전략을 추구해 애플과 차별화된 피트니스 콘텐츠를 선보일 계획이라고 밝혔다.","LG전자와 SM엔터테인먼트가 합작법인 ‘피트니스캔디’를 통해 홈 트레이닝 서비스 시장에 진출을 선언했는데, 애플이 이미 공개한 서비스를 능가할 수 있을지 주목받고 있습니다. 피트니스캔디는 케이팝과 예능을 기반으로 현지화 전략을 채택하여 애플과 차별화된 피트니스 콘텐츠를 선보일 예정이라고 밝혔습니다.","LG전자와 SM엔터테인먼트가 합작법인 ‘피트니스캔디’를 통해 홈 트레이닝 서비스 시장에 진출을 선언했는데, 애플이 이미 공개한 서비스를 능가할 수 있을지 주목받고 있습니다. 피트니스캔디는 케이팝과 예능을 기반으로 현지화 전략을 채택하여 애플과 차별화된 피트니스 콘텐츠를 선보일 예정이라고 밝혔습니다.",-0.33175554871559143,-1.6418968439102173
5일 인천 영종도 네스트 호텔에서 열린 쌍용자동차 SUV 토레스  언론공개 행사에서 모델들이 차량을 소개하고 모델들이 차량을 소개하고 있다.,5일 인천 영종도 네스트 호텔에서 열린 쌍용자동차 SUV 토레스 언론공개 행사에서 모델들이 차량을 소개하고 있다.,5일 인천 영종도 네스트 호텔에서 열린 쌍용자동차 SUV 토레스 언론공개 행사에서 모델들이 차량을 소개하고 있습니다.,-0.8324181437492371,-1.0063591003417969
"리본즈 대표 하동구는 명품 렌탈 서비스 렌트잇 사이즈 가이드 오픈과 함께 7월 4일부터 11일까지 렌트잇 인기 상품들을 20% 할인가에 렌트할 수 있는 이벤트를 진행하며, 자세한 사항은 리본즈 공식 모바일앱과 홈페이지에서 확인할 수 있다.","리본즈 대표 하동구는 명품 렌탈 서비스 렌트잇 사이즈 가이드 오픈과 함께 7월 4일부터 11일까지 렌트잇 인기 상품들을 20% 할인가에 렌트할 수 있는 이벤트를 진행하며, 자세한 사항은 리본즈 공식 모바일앱과 홈페이지에서 확인할 수 있습니다.","리본즈 대표 하동구는 명품 렌탈 서비스 렌트잇 사이즈 가이드를 오픈하고, 7월 4일부터 11일까지 렌트잇 인기 상품들을 20% 할인가에 렌트할 수 있는 이벤트를 진행하며, 자세한 사항은 리본즈 공식 모바일앱과 홈페이지에서 확인할 수 있습니다.",-0.3934258818626404,-0.17102523148059845
"로일런 미국 재무장관과 류허 중국 부총리가 현지시간 오전 화상 회의에서 거시 경제와 글로벌 공급망 안정 등에 대해 논의하며 양국 협력의 중요성을 재차 강조했으며, 이르면 이번 주 일부 중국 수입품에 대한 고율 관세 일부 완화를 발표할 수 있다고 미국 경제 분야 사령탑인 재닛 옐런 미국 재무장관과 류허  중국 부총리가 ‘건설적’ 대화를 나눴다고 이날 로이터통신이 보도했다.","로이터통신에 따르면, 미국 재무장관 로일런과 중국 부총리 류허는 현지시간 오전 화상 회의에서 거시 경제와 글로벌 공급망 안정 등에 대해 논의하며 양국 협력의 중요성을 재차 강조했고, 이번 주 일부 중국 수입품에 대한 고율 관세 일부 완화를 발표할 수 있다고 전했다.","로이터통신에 따르면, 미국 재무장관 로일런과 중국 부총리 류허는 현지시간 오전 화상 회의에서 거시 경제와 글로벌 공급망 안정 등에 대해 논의하며 양국 협력의 중요성을 재차 강조했고, 이번 주 일부 중국 수입품에 대한 고율 관세 일부 완화를 발표할 수 있다고 전했습니다.",-0.16926003992557526,-1.23125159740448
한국가 자국에 비우호적인 일본을 대상으로 천연가스를 차단하려는 가운데 폭염으로 전력 수요까지 늘어나면서 액화천연가스 LNG 가격이 치솟고 있어 LNG 천연가스 현물가격 JKM 은 이날 기준 MMBtu 열량단위 당 38.7달러로 한달 새 61% 뛰었고 유럽 천연가스 가격 역시 MWh 메가와트시 당 162.9유로로 한달 전보다 96.1% 올랐다.,"한국이 자국에 비우호적인 일본을 대상으로 천연가스를 차단하려는 가운데 폭염으로 전력 수요까지 늘어나면서 액화천연가스(LNG) 가격이 치솟고 있어, LNG 천연가스 현물가격 JKM은 이날 기준 MMBtu 열량 단위 당 38.7달러로 한 달 새 61% 뛰었으며, 유럽 천연가스 가격 역시 MWh 메가와트시 당 162.9유로로 한 달 전보다 96.1% 올랐다.","한국이 자국에 비우호적인 일본을 대상으로 천연가스를 차단하려는 가운데 폭염으로 전력 수요까지 늘어나면서 액화천연가스(LNG) 가격이 치솟고 있어, LNG 천연가스 현물가격 JKM은 이날 기준 MMBtu 열량 단위 당 38.7달러로 한 달 새 61% 뛰었으며, 유럽 천연가스 가격 역시 MWh 메가와트시 당 162.9유로로 한 달 전보다 96.1% 올랐다.",-0.06897695362567902,-0.5971580147743225
문공공자들도 IT 회사 취업이라는 벽을 허물고 기업과 부산시가 지역 청년을 IT 인재로 키우는 부산 디지털혁신아카데미에서 교육을 받았는데 수업에서 배웠던 데이터 분석과 머신러닝 딥러닝을 실제 업무에서 활용하고 있고 디지털혁신아카데미는 모든 과정을 각 기업이 직접 실무에 필요한 교육을 하고 교육비도 무료입니다.,"문공공자들도 IT 회사 취업이라는 벽을 허물고, 부산 디지털혁신아카데미에서 교육을 받아 데이터 분석과 머신러닝, 딥러닝을 배웠는데 이를 실제 업무에서 활용하고 있습니다. 디지털혁신아카데미는 모든 과정을 기업이 직접 실무에 필요한 교육을 제공하며 교육비도 무료입니다.","문공공자들도 IT 회사 취업이라는 벽을 허물고, 부산 디지털혁신아카데미에서 교육을 받아 데이터 분석과 머신러닝, 딥러닝을 배웠는데 이를 실제 업무에서 활용하고 있습니다. 디지털혁신아카데미는 모든 과정을 기업이 직접 실무에 필요한 교육을 제공하며 교육비도 무료입니다.",-0.2880714535713196,-1.1862292289733887
5일 카카오 관계자는 카카오톡 애플리케이션 앱이 구글플레이 결제 정책을 준수하지 않아 최신 버전  v.9.8.6 을심사가 거절됨을 밝히고 카카오가 구글의 인앱결제 정책을 따르지 않았기 때문에 구글의 최신 버전 업데이트 심사를 거절됨을 밝히고 이용자들이 결제 방법을 선택할 수 있도록 인앱결제 외 다른 결제 방법을 함께 안내하는 현재 방법을 당분간 유지하겠다고 말했다.,"5일, 카카오 관계자는 카카오톡 애플리케이션 앱이 구글플레이 결제 정책을 준수하지 않아 최신 버전 v.9.8.6이 심사에서 거절되었다고 밝혔다. 카카오는 구글의 인앱결제 정책을 따르지 않았기 때문에 구글의 최신 버전 업데이트 심사를 거절당했으며, 이용자들이 결제 방법을 선택할 수 있도록 인앱결제 외 다른 결제 방법을 함께 안내하는 현재 방법을 당분간 유지할 것이라고 말했다.","5일, 카카오 관계자는 카카오톡 애플리케이션 앱이 구글플레이 결제 정책을 준수하지 않아 최신 버전 v.9.8.6이 심사에서 거절되었다고 밝혔다. 카카오는 구글의 인앱결제 정책을 따르지 않았기 때문에 구글의 최신 버전 업데이트 심사를 걝절당했으며, 이용자들이 결제 방법을 선택할 수 있도록 인앱결제 외 다른 결제 방법을 함께 안내하는 현재 방법을 당분간 유지할 것이라고 말했다.",-0.7421532869338989,-0.9549340605735779
4 생두 구매 가격이 이르면 8월부터 소폭 내려갈 것으로 전망되면서 4일 농림축산식품부 농식품부 에 따르면 블레스빈 우성엠에프 엠아이커피 등 주요 커피 생두 수입 유통업체가 부가가치세 10% 면제한 가격으로 커피 생두를 유통하기로 하여 원두 구매 부담이 줄어들 것으로 전망된다.,"농림축산식품부에 따르면, 8월부터 생두 구매 가격이 소폭 내려갈 것으로 예상되며, 주요 커피 생두 수입 유통업체들이 부가가치세 10% 면제된 가격으로 유통할 계획을 세우고 있어서 원두 구매 부담이 줄어들 것으로 전망된다.","농림축산식품부에 따르면, 8월부터 생두 구매 가격이 소폭 내려갈 것으로 예상되며, 주요 커피 생두 수입 유통업체들이 부가가치세 10% 면제된 가격으로 유통할 계획을 세우고 있어서 원두 구매 부담이 줄어들 것으로 전망된다.",-0.06938681751489639,-2.0467026233673096
중미지역 최대 지역다자개발은행인 중미경제통합은행 CABEI 핵심 인사 40여명이 방한하는 가운데 정부가 이들을 대상으로 2030 부산세계박람회 유치 홍보 및 지원요청에 나서 5일부터 오는 11일까지 부산·울산·서울에서 한 중미 경제협력 활성화를 위한 행사인 CABEI 코리아 위크 CABEI Korea Week 를 개최하고 7일 서울 여의도 콘래드 호텔에서 진행되는 한국에너지공기업 중미진출 지원 워크숍 에서는 한국전력 및 발전 5사의 해외사업 담당자가 참여해 기관별 관심국가의 CABEI 이사 및 사업담당자와 사업계획 및 애로사항을 공유하고 8일 대한상의가 주관하는 CABEI 고위급 초청 네트워킹 행사에서는 중미에 진출한 한국기업들의 애로 해소와 한국 기업 CABEI 인프라 투자 담당자 간 정보교류를 위한 만찬이 개최된다.,"중미지역 최대 지역개발은행인 중미경제통합은행 CABEI의 핵심 인사 40여명이 방한하는 가운데 정부가 이들을 대상으로 2030 부산세계박람회 유치 홍보 및 지원요청에 나서며, 5일부터 오는 11일까지 부산·울산·서울에서 한 중미 경제협력 활성화를 위한 행사인 CABEI 코리아 위크를 개최하고, 7일 서울 여의도 콘래드 호텔에서 진행되는 한국에너지공기업 중미진출 지원 워크숍에서는 한국전력 및 발전 5사의 해외사업 담당자가 참여하여 기관별 관심국가의 CABEI 이사 및 사업담당자와 사업계획 및 애로사항을 공유하고, 8일 대한상의가 주관하는 CABEI 고위급 초청 네트워킹 행사에서는 중미에 진출한 한국기업들의 애로 해소와 한국 기업 CABEI 인프라 투자 담당자 간 정보교류를 위한 만찬이 개최됩니다.","중미지역 최대 지역개발은행인 중미경제통합은행 CABEI의 핵심 인사 40여명이 방한하는 가운데 정부가 이들을 대상으로 2030 부산세계박람회 유치 홍보 및 지원요청에 나서며, 5일부터 오는 11일까지 부산·울산·서울에서 한 중미 경제협력 활성화를 위한 행사인 CABEI 코리아 위크를 개최하고, 7일 서울 여의도 콘래드 호텔에서 진행되는 한국에너지공기업 중미진출 지원 워크숍에서는 한국전력 및 발전 5사의 해외사업 담당자가 참여하여 기관별 관심국가의 CABEI 이사 및 사업담당자와 사업계획 및 애로사항을 공유하고, 8일 대한상의가 주관하는 CABEI 고위급 초청 네트워킹 행사에서는 중미에 진출한 한국기업들의 애로 해소와 한국 기업 CABEI 인프라 투자 담당자 간 정보교류를 위한 만찬이 개최됩니다.",-0.1416439563035965,-0.29796332120895386
이들은 예대금리차 예금금리와 대출금리 차이 공시를 앞두고 서둘러 대출금리를 낮추고 예·적금 금리를 올리는 분위기인데 4일 금융권에 따르면 신한은행은 이날부터 신규 취급 주택담보대출과 전세대출 금리를 각각 최대 0.35%포인트 p 0.30%p 낮추기로 했으며 농협은행은 이달 1일부터 우대금리 확대 등을 통해 신규 주담대와 전세대출 금리를 각각 0.1%p 0.2%p로 인하했다.,"예대금리차 예금금리와 대출금리 차이 공시를 앞두고 서둘러 대출금리를 낮추고 예·적금 금리를 올리는 분위기인데, 4일 금융권에 따르면 신한은행은 이날부터 신규 취급 주택담보대출과 전세대출 금리를 각각 최대 0.35%p 낮추기로 하였고, 농협은행은 이달 1일부터 우대금리 확대 등을 통해 신규 주담대와 전세대출 금리를 각각 0.1%p, 0.2%p로 인하하였다.","예대금리차 예금금리와 대출금리 차이 공시를 앞두고 서둘러 대출금리를 낮추고 예·적금 금리를 올리는 분위기인데, 4일 금융권에 따르면 신한은행은 이날부터 신규 취급 주택담보대출과 전세대출 금리를 각각 최대 0.35%p 낮추기로 하였고, 농협은행은 이달 1일부터 우대금리 확대 등을 통해 신규 주담대와 전세대출 금리를 각각 0.1%p, 0.2%p 낮추었다.",-0.2106643170118332,-0.49171727895736694
"최근에서 추경호 경제부총리가  임금 인상은 인플레이션을 가속화시킬 우려가 있기 때문에 대기업이나 기업들만 임금 인상 억제하라는 발언으로 논란이 되고 있는 가운데, 임금을 자제하는 것은 임금만 그냥 제 자리에 멈추라는 얘기냐 이런 불만이 나오는 것 같아 불가피한 선택이었다 판단한다.","최근 추경호 경제부총리가 대기업이나 기업들만 임금 인상을 억제하라는 발언으로 논란이 되고 있는데, 임금을 자제하는 것은 임금이 그냥 제 자리에 멈추라는 얘기라는 불만이 나오는 것 같아 불가피한 선택이었다고 판단한다.","최근 추경호 경제부총리가 대기업이나 기업들만 임금 인상을 억제하라는 발언으로 논란이 되고 있는데, 임금을 자제하는 것은 임금이 그냥 제 자리에 멈추라는 얘기라는 불만이 나오는 것 같아 불가피한 선택이라고 판단합니다.",-0.30833154916763306,-0.9896062612533569
서울남부지방검찰청 형사5부 검사 39기 이 전 지청장과 박 검사가 대형 로펌 세종에 합류하는데 이들은 금융·증권 분야 수사경험을 살려 세종 금융증권범죄 수사대응센터에서 활동할 계획이다.,"서울남부지방검찰청 형사5부 검사 39기 이 전 지청장과 박 검사가 대형 로펌 세종에 합류하는데, 이들은 금융·증권 분야 수사 경험을 살려 세종 금융증권범죄 수사대응센터에서 활동할 계획이다.","서울남부지방검찰청 형사5부 검사 39기 이 전 지청장과 박 검사가 대형 로펌 세종에 합류하는데, 이들은 금융·증권 분야 수사 경험을 살려 세종 금융증권범죄 수사대응센터에서 활동할 계획이다.",-0.059119220823049545,-0.34658780694007874
"당생활 커뮤니티 당근마켓은 4일 와인이나 글쓰기 다도 등 취향이 비슷한 사람들의 오프라인 모임을 연결하는 관심사 기반의 모임 커뮤니티 남의집 서비스를 올해 4월 서울 일부 지역에서 출발 후, 두 달 만에 남의집 가입자 수가 3배 이상으로 늘어 서울과 수도권의 전 지역으로 확대했다고 밝혔다.","당근마켓은 4일, 와인이나 글쓰기 등 취향이 비슷한 사람들의 오프라인 모임을 연결하는 관심사 기반의 모임 커뮤니티 '남의집' 서비스를 올해 4월 서울 일부 지역에서 출발한 후, 두 달 만에 남의집 가입자 수가 3배 이상으로 늘어 서울과 수도권 전 지역으로 확대했다고 밝혔습니다.","당근마켓은 4일, 와인이나 글쓰기 등 취향이 비슷한 사람들의 오프라인 모임을 연결하는 관심사 기반의 모임 커뮤니티 '남의집' 서비스를 올해 4월 서울 일부 지역에서 출발한 후, 두 달 만에 남의집 가입자 수가 3배 이상으로 늘어 서울과 수도권 전 지역으로 확대했다고 밝혔습니다.",-0.23220136761665344,-1.2997503280639648
전세계 중앙은행들의 금리 인상과 긴축기조에다 경기침체 우려가 확산되면서 4만달러 선을 넘어가던 비트코인은 절반이상 폭락했고 2위 이더리움도 하락추세를 이어가는 등 가상화폐 시장이 얼어붙고 있으며 미국 CNBC방송은 지난달 30일 현지시간 가상화폐 데이터 제공업체 크립토컴페어 자료를 인용해 비트코인 가격이 2분기에 약 58% 하락했다고 보도했다.,"전세계 중앙은행들의 금리 인상과 긴축기조로 인해 경기침체 우려가 확산되자, 4만달러를 넘어섰던 비트코인은 절반이상 폭락하며 2위 이더리움도 하락세를 이어가는 등 가상화폐 시장이 얼어붙었고, 미국 CNBC방송은 지난달 30일 현지시간에 가상화폐 데이터 제공업체 크립토컴페어 자료를 인용하여 비트코인 가격이 2분기에 약 58% 하락했다고 보도했다.","전세계 중앙은행들의 금리 인상과 긴축기조로 인해 경기침체 우려가 확산되자, 4만달러를 넘어섰던 비트코인은 절반이상 폭락하며 2위 이더리움도 하락세를 이어가는 등 가상화폐 시장이 얼어붙었고, 미국 CNBC방송은 지난달 30일 현지시간에 가상화폐 데이터 제공업체 크립토컴페어 자료를 인용하여 비트코인 가격이 2분기에 약 58% 하락했다고 보도했습니다.",-0.13566656410694122,-0.8456066846847534
